b,b,x,o,x,o,x,b,b,positive
b,b,x,o,x,b,x,o,b,positive
b,b,x,o,x,b,x,b,o,positive
b,b,x,o,o,x,x,o,x,positive
b,b,x,o,o,x,o,x,x,positive
b,b,x,o,o,x,b,b,x,positive
b,b,x,o,b,x,o,b,x,positive
b,b,x,o,b,x,b,o,x,positive
b,b,x,b,x,o,x,o,b,positive
b,b,x,b,x,o,x,b,o,positive
b,b,x,b,x,b,x,o,o,positive
b,b,x,b,o,x,o,b,x,positive
b,b,x,b,o,x,b,o,x,positive
b,b,x,b,b,x,o,o,x,positive
b,b,o,x,x,x,x,o,o,positive
b,b,o,x,x,x,o,x,o,positive
b,b,o,x,x,x,o,o,x,positive
b,b,o,x,x,x,o,b,b,positive
b,b,o,x,x,x,b,o,b,positive
b,b,o,x,x,x,b,b,o,positive
b,b,o,x,o,o,x,x,x,positive
b,b,o,o,x,o,x,x,x,positive
b,b,o,o,o,x,x,x,x,positive
b,b,o,o,b,b,x,x,x,positive
b,b,o,b,o,b,x,x,x,positive
b,b,o,b,b,o,x,x,x,positive
b,b,b,x,x,x,o,o,b,positive
b,b,b,x,x,x,o,b,o,positive
b,b,b,x,x,x,b,o,o,positive
b,b,b,o,o,b,x,x,x,positive
b,b,b,o,b,o,x,x,x,positive
b,b,b,b,o,o,x,x,x,positive
b,x,o,x,x,o,b,b,o,negative
b,x,o,x,o,x,o,x,o,negative
b,x,o,x,o,x,o,o,x,negative
b,x,o,x,o,x,o,b,b,negative
b,x,o,x,o,o,x,x,o,negative
b,x,o,x,o,o,o,x,x,negative
b,x,o,x,o,b,o,x,b,negative
b,x,o,x,o,b,o,b,x,negative
b,x,o,x,b,o,x,b,o,negative
b,x,o,x,b,o,b,x,o,negative
b,x,o,o,o,x,o,x,x,negative
b,x,o,b,x,o,x,b,o,negative
b,x,o,b,o,x,o,x,b,negative
b,x,o,b,o,x,o,b,x,negative
b,x,o,b,o,b,o,x,x,negative
b,x,o,b,b,o,x,x,o,negative
b,x,b,x,x,b,o,o,o,negative
b,x,b,x,b,x,o,o,o,negative
b,x,b,o,o,o,x,x,b,negative
b,x,b,o,o,o,x,b,x,negative
b,x,b,o,o,o,b,x,x,negative
b,x,b,b,x,x,o,o,o,negative
b,o,x,x,o,x,x,o,o,negative
b,o,x,x,o,x,b,o,b,negative
b,o,x,x,o,o,x,o,x,negative
b,o,x,x,o,b,x,o,b,negative
b,o,x,x,o,b,b,o,x,negative
b,o,x,b,o,x,x,o,b,negative
b,o,x,b,o,b,x,o,x,negative
b,o,o,x,x,o,x,x,o,negative
b,o,o,x,o,x,x,o,x,negative
b,o,o,x,o,x,o,x,x,negative
b,o,b,x,o,x,x,o,b,negative
b,o,b,x,o,x,b,o,x,negative
b,o,b,x,o,b,x,o,x,negative
b,o,b,b,o,x,x,o,x,negative
b,b,x,x,x,b,o,o,o,negative
b,b,x,x,b,x,o,o,o,negative
b,b,x,o,o,o,x,x,b,negative
b,b,x,o,o,o,x,b,x,negative
b,b,x,o,o,o,b,x,x,negative
b,b,x,b,x,x,o,o,o,negative
b,b,o,x,x,o,x,b,o,negative
b,b,o,x,x,o,b,x,o,negative
b,b,o,x,o,x,o,x,b,negative
b,b,o,x,o,x,o,b,x,negative
b,b,o,x,o,b,o,x,x,negative
b,b,o,x,b,o,x,x,o,negative
b,b,o,b,x,o,x,x,o,negative
b,b,o,b,o,x,o,x,x,negative
x,x,o,o,x,x,x,o,o,negative
x,x,o,o,o,x,x,x,o,negative
x,x,o,o,o,x,x,o,x,negative
x,o,x,x,x,o,o,x,o,negative
x,o,x,x,o,x,o,x,o,negative
x,o,x,x,o,o,o,x,x,negative
x,o,x,o,x,x,o,x,o,negative
x,o,x,o,o,x,x,x,o,negative
x,o,o,o,x,x,x,x,o,negative
o,x,x,x,x,o,o,o,x,negative
o,x,x,x,o,o,x,o,x,negative
o,x,x,x,o,o,o,x,x,negative
o,x,o,x,x,o,x,o,x,negative
o,x,o,x,o,x,x,o,x,negative
o,x,o,o,x,x,x,o,x,negative
o,o,x,x,x,o,o,x,x,negative
