1,0,24,23,7,0,0,0,1,0,0,0,0,2,24,0,0,19,31,0,44,3,0
1,0,38,5,19,2,4,4,0,3,3,1,3,3,19,4,1,35,67,3,30,2,1
2,1,24,16,7,2,0,2,1,4,3,3,2,2,24,1,0,15,84,2,44,1,1
2,0,40,54,40,0,0,0,2,0,0,0,0,2,24,0,0,1,34,0,44,3,1
2,0,40,36,19,4,0,1,1,2,3,1,3,0,24,0,0,20,54,0,44,1,1
2,0,40,54,7,1,4,6,2,2,1,1,3,2,24,1,2,31,17,3,44,1,1
1,0,40,52,40,2,4,6,0,2,1,3,1,0,24,1,1,39,84,0,44,1,1
1,0,16,28,16,3,3,6,1,3,2,0,1,3,24,1,1,13,34,0,44,3,0
1,0,23,35,40,4,2,4,1,1,4,4,3,3,24,4,4,22,54,0,44,3,0
2,0,16,49,9,4,3,1,1,4,0,0,3,2,24,1,0,42,66,1,38,1,1
1,0,20,10,5,1,4,5,0,3,1,3,1,3,24,0,0,43,78,2,11,2,0
2,0,28,36,19,2,3,5,0,4,3,4,1,0,19,1,1,22,52,3,34,3,1
2,0,40,35,19,2,3,6,1,4,3,4,1,3,24,2,2,2,59,2,2,3,1
1,0,17,41,40,3,3,2,0,4,3,2,1,1,2,2,2,36,61,1,11,3,1
1,0,22,32,11,3,3,4,1,1,3,2,3,3,24,2,5,27,49,1,44,3,0
1,0,8,35,7,2,0,0,1,4,0,1,3,0,8,1,2,21,53,0,44,2,1
2,0,15,34,40,0,0,0,2,0,0,0,0,2,24,0,0,54,84,0,44,1,1
2,0,19,31,11,3,3,2,1,5,3,2,3,1,19,4,0,32,52,2,16,1,1
2,1,40,54,40,0,0,0,2,0,0,0,0,2,24,0,0,13,10,0,44,1,1
2,1,35,0,40,2,4,2,0,3,3,0,0,2,24,0,0,26,24,2,11,2,1
2,0,14,22,7,2,4,4,1,4,3,4,0,2,24,2,0,13,45,0,44,3,1
