o,x,o,b,x,x,b,x,o,positive
o,x,o,b,x,o,x,x,b,positive
o,x,o,b,x,o,b,x,x,positive
o,x,o,b,x,b,x,x,o,positive
o,x,o,b,x,b,o,x,x,positive
o,x,o,b,x,b,b,x,b,positive
o,x,o,b,o,b,x,x,x,positive
o,x,o,b,b,o,x,x,x,positive
o,x,b,x,x,x,o,o,b,positive
o,x,b,x,x,x,o,b,o,positive
o,x,b,x,x,x,b,o,o,positive
o,x,b,x,x,o,o,x,b,positive
o,x,b,x,x,o,b,x,o,positive
o,x,b,x,x,b,o,x,o,positive
o,x,b,o,x,x,b,x,o,positive
o,x,b,o,x,o,x,x,b,positive
o,x,b,o,x,o,b,x,x,positive
o,x,b,o,x,b,x,x,o,positive
o,x,b,o,x,b,b,x,b,positive
o,x,b,o,o,b,x,x,x,positive
o,x,b,o,b,o,x,x,x,positive
o,x,b,b,x,x,o,x,o,positive
o,x,b,b,x,o,x,x,o,positive
o,x,b,b,x,o,o,x,x,positive
o,x,b,b,x,o,b,x,b,positive
o,x,b,b,x,b,o,x,b,positive
o,x,b,b,x,b,b,x,o,positive
o,x,b,b,o,o,x,x,x,positive
o,o,x,x,x,x,x,o,o,positive
o,o,x,x,x,x,o,x,o,positive
o,o,x,x,x,x,o,o,x,positive
o,o,x,x,x,x,o,b,b,positive
o,o,x,x,x,x,b,o,b,positive
o,o,x,x,x,x,b,b,o,positive
o,o,x,x,x,o,x,x,o,positive
o,o,x,x,x,o,x,o,x,positive
o,o,x,x,x,o,x,b,b,positive
o,o,x,x,x,b,x,o,b,positive
o,o,x,x,x,b,x,b,o,positive
o,x,x,o,o,o,b,x,x,negative
o,x,x,o,o,b,x,x,o,negative
o,x,x,o,o,b,o,x,x,negative
o,x,x,o,b,x,o,x,o,negative
o,x,x,o,b,x,o,b,b,negative
o,x,x,o,b,o,o,x,x,negative
o,x,x,o,b,b,o,x,b,negative
o,x,x,o,b,b,o,b,x,negative
o,x,x,b,x,x,o,o,o,negative
o,x,x,b,o,x,x,o,o,negative
o,x,x,b,o,x,o,x,o,negative
o,x,x,b,o,x,b,b,o,negative
o,x,x,b,o,o,x,x,o,negative
o,x,x,b,o,b,x,b,o,negative
o,x,x,b,o,b,b,x,o,negative
o,x,o,x,x,o,x,b,o,negative
o,x,o,x,o,x,x,b,o,negative
o,x,o,x,o,x,o,x,b,negative
o,x,o,x,o,x,o,b,x,negative
o,x,o,x,o,x,b,x,o,negative
o,x,o,x,o,b,x,x,o,negative
o,x,o,x,o,b,o,x,x,negative
o,x,o,x,b,o,x,x,o,negative
o,x,o,o,x,x,o,b,x,negative
o,x,o,o,b,x,o,x,x,negative
o,x,o,b,o,x,x,x,o,negative
o,x,o,b,o,x,o,x,x,negative
o,x,b,x,o,x,x,o,o,negative
o,x,b,x,o,x,o,x,o,negative
o,x,b,x,o,x,b,b,o,negative
o,x,b,x,o,o,x,x,o,negative
o,x,b,x,o,b,x,b,o,negative
o,x,b,x,o,b,b,x,o,negative
o,x,b,o,x,x,o,o,x,negative
o,x,b,o,x,x,o,b,b,negative
o,x,b,o,x,b,o,b,x,negative
o,x,b,o,o,x,x,x,o,negative
o,x,b,o,o,x,o,x,x,negative
o,x,b,o,b,x,o,x,b,negative
o,x,b,o,b,x,o,b,x,negative
o,x,b,o,b,b,o,x,x,negative
o,x,b,b,o,x,x,b,o,negative
o,x,b,b,o,x,b,x,o,negative
o,x,b,b,o,b,x,x,o,negative
o,o,x,x,o,x,x,o,b,negative
o,o,x,x,o,x,x,b,o,negative
o,o,x,x,o,x,b,x,o,negative
o,o,x,x,o,b,x,x,o,negative
o,o,x,x,o,b,x,o,x,negative
o,o,x,o,x,x,o,x,b,negative
o,o,x,o,x,b,o,x,x,negative
o,o,x,b,o,x,x,x,o,negative
o,o,o,x,x,o,x,x,b,negative
o,o,o,x,x,o,x,b,x,negative
o,o,o,x,x,o,b,x,x,negative
o,o,o,x,x,b,x,x,o,negative
o,o,o,x,x,b,x,o,x,negative
o,o,o,x,x,b,x,b,b,negative
o,o,o,x,x,b,o,x,x,negative
o,o,o,x,x,b,b,x,b,negative
o,o,o,x,x,b,b,b,x,negative
o,o,o,x,o,x,x,x,b,negative
o,o,o,x,o,x,x,b,x,negative
o,o,o,x,o,x,b,x,x,negative
o,o,o,x,b,x,x,x,o,negative
o,o,o,x,b,x,x,o,x,negative
o,o,o,x,b,x,x,b,b,negative
