1,0,40,4,11,2,4,5,0,2,1,4,0,2,24,1,0,18,13,3,16,3,0
2,0,40,45,40,2,4,6,1,5,1,3,0,2,24,1,1,21,57,0,44,3,1
2,1,26,18,35,3,0,4,1,5,2,1,0,2,24,3,0,9,3,0,44,1,1
2,0,13,41,40,4,3,4,1,3,2,2,1,3,24,4,0,11,42,2,11,2,1
2,0,25,52,14,2,4,5,1,0,1,0,0,1,21,0,0,42,82,0,44,1,1
1,0,13,31,1,3,3,4,1,3,3,4,3,3,24,2,1,12,38,1,2,3,0
2,0,39,41,21,2,4,4,1,3,3,2,3,3,24,0,0,32,51,3,44,1,1
1,0,18,23,12,0,3,4,1,5,3,4,1,3,24,1,0,13,46,0,44,3,0
1,0,22,28,5,4,3,4,1,1,0,4,3,3,24,0,5,16,32,0,44,3,0
1,1,24,49,14,0,0,0,2,0,0,0,0,2,24,0,0,11,17,0,44,3,0
2,0,9,42,19,0,0,6,0,5,1,4,3,1,9,1,2,26,51,3,21,1,1
2,0,21,25,8,2,3,1,1,4,3,1,3,3,24,4,1,22,32,2,29,3,1
1,0,40,34,30,2,3,4,1,4,3,2,3,3,24,4,0,18,27,0,44,2,1
1,0,24,39,7,4,3,6,1,4,3,4,1,3,24,4,1,15,32,1,44,3,0
1,0,21,32,6,2,3,1,1,3,3,4,0,1,11,0,2,22,49,3,44,3,0
2,0,20,24,7,0,0,4,1,0,3,0,0,2,24,2,0,25,37,0,44,3,0
2,0,31,36,38,4,4,4,1,0,3,2,1,0,18,4,1,16,34,0,44,3,1
2,0,13,35,24,2,4,4,1,4,3,4,3,0,4,2,2,11,32,0,44,1,1
2,0,15,45,40,2,4,3,1,2,1,2,3,1,24,2,4,28,22,3,11,3,1
2,0,40,0,15,2,4,5,0,2,1,3,2,1,24,1,2,30,33,0,44,3,1
2,0,15,6,14,2,4,6,1,2,3,1,1,3,24,0,0,43,47,3,44,1,1
2,0,40,43,40,0,4,0,2,0,1,3,0,2,24,0,1,54,84,0,44,2,1
2,1,26,15,24,3,4,3,0,2,3,4,1,3,24,0,0,28,29,0,44,1,1
2,0,18,21,5,2,3,4,1,5,4,4,2,1,2,2,0,13,62,2,2,2,0
1,0,7,30,20,4,4,6,1,1,3,4,2,3,19,0,0,14,32,0,44,3,0
1,0,16,23,5,3,3,4,1,1,2,2,0,2,24,4,4,13,35,0,44,3,0
1,0,20,34,20,1,4,4,1,3,1,1,3,0,21,0,0,25,49,1,15,3,0
2,0,24,28,1,0,0,4,2,1,2,0,0,2,24,0,0,12,44,0,44,3,0
1,0,37,44,40,2,4,2,1,3,3,2,1,3,24,1,4,44,32,0,44,1,1
2,0,40,40,5,2,1,2,0,3,3,4,3,3,24,1,1,39,52,0,44,1,1
2,0,20,41,6,0,0,0,2,0,0,0,0,2,24,0,0,11,31,0,44,3,1
1,0,23,32,40,3,3,4,1,4,2,2,3,3,24,4,0,18,35,2,41,3,0
2,0,23,38,11,3,3,4,1,4,3,2,3,3,24,1,1,18,34,1,44,3,1
1,0,16,46,1,2,3,4,0,5,0,1,1,1,24,0,0,28,47,0,44,2,1
1,1,33,47,15,0,0,0,1,0,0,0,0,2,24,0,0,4,12,0,44,3,0
2,0,40,54,40,0,0,0,2,0,0,0,0,2,24,0,0,54,84,0,44,3,1
2,0,18,30,19,0,3,4,1,4,4,4,0,2,24,2,0,16,33,1,36,3,1
1,0,24,26,5,4,3,1,1,1,2,0,0,2,24,4,4,21,25,0,44,3,0
2,0,40,44,11,2,4,6,1,0,3,0,3,3,24,0,2,21,39,0,11,2,0
1,0,23,23,5,3,3,4,1,3,2,2,0,2,24,2,5,13,44,0,44,3,0
2,0,40,6,31,1,0,5,0,3,1,0,0,2,24,0,1,33,42,0,44,2,0
2,0,10,23,7,0,0,0,2,0,0,0,0,2,24,1,4,12,39,1,2,2,0
